filename,is_target,score,image_name,K,TP_obj,FP_obj,Cum_TP_obj,Cum_FP_obj,Precision_obj_at_K,Cum_TP_img,Cum_FP_img,Precision_img_at_K
50_Or_005_35.658681__-0.534745_03.2021_Small_942.npy,False,0.24915364,50_Or_005_35.658681__-0.534745_03.2021,596,0,1,79,517,0.1325503355704698,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1479.npy,False,0.24900432,50_Or_035__35.649109__-0.611845_03.2021,597,0,1,79,518,0.1323283082077052,15,10,0.6
50_Or_020_35.652627__-0.592862_03.2021_Small_1425.npy,False,0.24894877,50_Or_020_35.652627__-0.592862_03.2021,598,0,1,79,519,0.13210702341137123,15,10,0.6
50_Or_021_35.652627__-0.592862_06.2022_Small_618.npy,False,0.24894877,50_Or_021_35.652627__-0.592862_06.2022,599,0,1,79,520,0.1318864774624374,15,10,0.6
50_Or_003_35.654030__-0.565647_03.2021_Small_2042.npy,False,0.2488581,50_Or_003_35.654030__-0.565647_03.2021,600,0,1,79,521,0.13166666666666665,15,10,0.6
50_Or_019_35.652627__-0.592862_06.2020_MediumSmall_384.npy,False,0.24866015,50_Or_019_35.652627__-0.592862_06.2020,601,0,1,79,522,0.1314475873544093,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1463.npy,False,0.24851401,50_Or_035__35.649109__-0.611845_03.2021,602,0,1,79,523,0.13122923588039867,15,10,0.6
50_Or_015_35.653454__-0.602122_03.2021_Small_1763.npy,False,0.24846727,50_Or_015_35.653454__-0.602122_03.2021,603,0,1,79,524,0.1310116086235489,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1484.npy,False,0.24830842,50_Or_035__35.649109__-0.611845_03.2021,604,0,1,79,525,0.13079470198675497,15,10,0.6
50_Or_004_35.654030__-0.565647_01.2022_Small_1787.npy,False,0.24830136,50_Or_004_35.654030__-0.565647_01.2022,605,0,1,79,526,0.1305785123966942,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_Small_2104.npy,False,0.24825802,50_Or_025_35.651734__-0.595641_06.2020,606,0,1,79,527,0.13036303630363036,15,10,0.6
50_Or_020_35.652627__-0.592862_03.2021_Small_1433.npy,False,0.24818149,50_Or_020_35.652627__-0.592862_03.2021,607,0,1,79,528,0.1301482701812191,15,10,0.6
50_Or_021_35.652627__-0.592862_06.2022_Small_637.npy,False,0.24818149,50_Or_021_35.652627__-0.592862_06.2022,608,0,1,79,529,0.1299342105263158,15,10,0.6
50_Or_069__35.715136__-0.480888_01.2022_CementMixerTrucks_87.npy,False,0.24805374,50_Or_069__35.715136__-0.480888_01.2022,609,0,1,79,530,0.1297208538587849,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1506.npy,False,0.24789932,50_Or_035__35.649109__-0.611845_03.2021,610,0,1,79,531,0.12950819672131147,15,10,0.6
50_Or_004_35.654030__-0.565647_01.2022_Small_1768.npy,False,0.24787396,50_Or_004_35.654030__-0.565647_01.2022,611,0,1,79,532,0.12929623567921442,15,10,0.6
50_Or_047__35.675778__-0.670871_03.2025_Small_541.npy,False,0.24763575,50_Or_047__35.675778__-0.670871_03.2025,612,0,1,79,533,0.12908496732026145,15,10,0.6
50_Or_021_35.652627__-0.592862_06.2022_MediumStandard_232.npy,False,0.24751604,50_Or_021_35.652627__-0.592862_06.2022,613,0,1,79,534,0.12887438825448613,15,10,0.6
50_Or_020_35.652627__-0.592862_03.2021_MediumStandard_455.npy,False,0.24751604,50_Or_020_35.652627__-0.592862_03.2021,614,0,1,79,535,0.12866449511400652,15,10,0.6
50_Or_021_35.652627__-0.592862_06.2022_Small_617.npy,False,0.24748209,50_Or_021_35.652627__-0.592862_06.2022,615,0,1,79,536,0.12845528455284552,15,10,0.6
50_Or_020_35.652627__-0.592862_03.2021_Small_1426.npy,False,0.24748209,50_Or_020_35.652627__-0.592862_03.2021,616,0,1,79,537,0.12824675324675325,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1520.npy,False,0.24744864,50_Or_035__35.649109__-0.611845_03.2021,617,0,1,79,538,0.1280388978930308,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_Small_2094.npy,False,0.24727881,50_Or_025_35.651734__-0.595641_06.2020,618,0,1,79,539,0.127831715210356,15,10,0.6
50_Or_019_35.652627__-0.592862_06.2020_Small_2167.npy,False,0.24713308,50_Or_019_35.652627__-0.592862_06.2020,619,0,1,79,540,0.12762520193861066,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1525.npy,False,0.24707069,50_Or_035__35.649109__-0.611845_03.2021,620,0,1,79,541,0.12741935483870967,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1489.npy,False,0.24705496,50_Or_035__35.649109__-0.611845_03.2021,621,0,1,79,542,0.12721417069243157,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_Small_2110.npy,False,0.24671818,50_Or_025_35.651734__-0.595641_06.2020,622,0,1,79,543,0.1270096463022508,15,10,0.6
50_Or_006_35.658681__-0.534745_01.2022_MediumSmall_18.npy,False,0.24642994,50_Or_006_35.658681__-0.534745_01.2022,623,0,1,79,544,0.12680577849117175,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1497.npy,False,0.24617949,50_Or_035__35.649109__-0.611845_03.2021,624,0,1,79,545,0.1266025641025641,15,10,0.6
50_Or_021_35.652627__-0.592862_06.2022_MediumStandard_247.npy,False,0.2461591,50_Or_021_35.652627__-0.592862_06.2022,625,0,1,79,546,0.1264,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1502.npy,False,0.24610561,50_Or_035__35.649109__-0.611845_03.2021,626,0,1,79,547,0.12619808306709265,15,10,0.6
50_Or_071__35.715136__-0.480888_04.2023_MediumStandard_505.npy,False,0.24606797,50_Or_071__35.715136__-0.480888_04.2023,627,0,1,79,548,0.12599681020733652,15,10,0.6
50_Or_019_35.652627__-0.592862_06.2020_Small_2168.npy,False,0.24605507,50_Or_019_35.652627__-0.592862_06.2020,628,0,1,79,549,0.12579617834394904,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_Small_2101.npy,False,0.24520406,50_Or_025_35.651734__-0.595641_06.2020,629,0,1,79,550,0.12559618441971382,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_Small_2105.npy,False,0.24518389,50_Or_025_35.651734__-0.595641_06.2020,630,0,1,79,551,0.1253968253968254,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1471.npy,False,0.24504632,50_Or_035__35.649109__-0.611845_03.2021,631,0,1,79,552,0.12519809825673534,15,10,0.6
50_Or_003_35.654030__-0.565647_03.2021_Small_2036.npy,False,0.2445152,50_Or_003_35.654030__-0.565647_03.2021,632,0,1,79,553,0.125,15,10,0.6
50_Or_020_35.652627__-0.592862_03.2021_Small_1430.npy,False,0.24427101,50_Or_020_35.652627__-0.592862_03.2021,633,0,1,79,554,0.12480252764612954,15,10,0.6
50_Or_021_35.652627__-0.592862_06.2022_Small_613.npy,False,0.24427101,50_Or_021_35.652627__-0.592862_06.2022,634,0,1,79,555,0.12460567823343849,15,10,0.6
50_Or_020_35.652627__-0.592862_03.2021_Small_1409.npy,False,0.24418256,50_Or_020_35.652627__-0.592862_03.2021,635,0,1,79,556,0.12440944881889764,15,10,0.6
50_Or_021_35.652627__-0.592862_06.2022_Small_633.npy,False,0.24418256,50_Or_021_35.652627__-0.592862_06.2022,636,0,1,79,557,0.12421383647798742,15,10,0.6
50_Or_019_35.652627__-0.592862_06.2020_Small_2165.npy,False,0.24381225,50_Or_019_35.652627__-0.592862_06.2020,637,0,1,79,558,0.12401883830455258,15,10,0.6
50_Or_003_35.654030__-0.565647_03.2021_Small_2052.npy,False,0.24377209,50_Or_003_35.654030__-0.565647_03.2021,638,0,1,79,559,0.1238244514106583,15,10,0.6
50_Or_003_35.654030__-0.565647_03.2021_Small_2043.npy,False,0.24375266,50_Or_003_35.654030__-0.565647_03.2021,639,0,1,79,560,0.12363067292644757,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_Small_2117.npy,False,0.24371196,50_Or_025_35.651734__-0.595641_06.2020,640,0,1,79,561,0.1234375,15,10,0.6
50_Or_021_35.652627__-0.592862_06.2022_Small_622.npy,False,0.24338579,50_Or_021_35.652627__-0.592862_06.2022,641,0,1,79,562,0.12324492979719189,15,10,0.6
50_Or_020_35.652627__-0.592862_03.2021_Small_1421.npy,False,0.24338579,50_Or_020_35.652627__-0.592862_03.2021,642,0,1,79,563,0.12305295950155763,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1490.npy,False,0.24330026,50_Or_035__35.649109__-0.611845_03.2021,643,0,1,79,564,0.12286158631415241,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1475.npy,False,0.24306244,50_Or_035__35.649109__-0.611845_03.2021,644,0,1,79,565,0.12267080745341614,15,10,0.6
50_Or_004_35.654030__-0.565647_01.2022_Small_1789.npy,False,0.24301778,50_Or_004_35.654030__-0.565647_01.2022,645,0,1,79,566,0.12248062015503876,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1503.npy,False,0.24272625,50_Or_035__35.649109__-0.611845_03.2021,646,0,1,79,567,0.12229102167182662,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1505.npy,False,0.24271254,50_Or_035__35.649109__-0.611845_03.2021,647,0,1,79,568,0.12210200927357033,15,10,0.6
50_Or_003_35.654030__-0.565647_03.2021_Small_2028.npy,False,0.24187434,50_Or_003_35.654030__-0.565647_03.2021,648,0,1,79,569,0.12191358024691358,15,10,0.6
50_Or_096__34.700833__3.307971__03.2025_Small_1007.npy,False,0.24173534,50_Or_096__34.700833__3.307971__03.2025,649,0,1,79,570,0.12172573189522343,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1466.npy,False,0.24130026,50_Or_035__35.649109__-0.611845_03.2021,650,0,1,79,571,0.12153846153846154,15,10,0.6
50_Or_004_35.654030__-0.565647_01.2022_Small_1793.npy,False,0.24126354,50_Or_004_35.654030__-0.565647_01.2022,651,0,1,79,572,0.12135176651305683,15,10,0.6
50_Or_040__35.635027__-0.595208_06.2022_Small_1456.npy,False,0.24115726,50_Or_040__35.635027__-0.595208_06.2022,652,0,1,79,573,0.12116564417177914,15,10,0.6
50_Or_096__34.700833__3.307971__03.2025_MediumSmall_197.npy,False,0.24105226,50_Or_096__34.700833__3.307971__03.2025,653,0,1,79,574,0.12098009188361408,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_Small_2118.npy,False,0.24096808,50_Or_025_35.651734__-0.595641_06.2020,654,0,1,79,575,0.12079510703363915,15,10,0.6
50_Or_098__35.913750__0.147933__11.2021_Small_1841.npy,False,0.24063626,50_Or_098__35.913750__0.147933__11.2021,655,0,1,79,576,0.12061068702290076,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1458.npy,False,0.23989391,50_Or_035__35.649109__-0.611845_03.2021,656,0,1,79,577,0.12042682926829268,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1482.npy,False,0.23964456,50_Or_035__35.649109__-0.611845_03.2021,657,0,1,79,578,0.1202435312024353,15,10,0.6
50_Or_079__35.819171__-0.468544_03.2025_Small_195.npy,False,0.23961219,50_Or_079__35.819171__-0.468544_03.2025,658,0,1,79,579,0.12006079027355623,15,10,0.6
50_Or_004_35.654030__-0.565647_01.2022_Small_1780.npy,False,0.23946267,50_Or_004_35.654030__-0.565647_01.2022,659,0,1,79,580,0.11987860394537178,15,10,0.6
50_Or_004_35.654030__-0.565647_01.2022_Small_1775.npy,False,0.2394368,50_Or_004_35.654030__-0.565647_01.2022,660,0,1,79,581,0.11969696969696969,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_Small_2113.npy,False,0.2394113,50_Or_025_35.651734__-0.595641_06.2020,661,0,1,79,582,0.11951588502269289,15,10,0.6
50_Or_019_35.652627__-0.592862_06.2020_MediumStandard_654.npy,False,0.2392226,50_Or_019_35.652627__-0.592862_06.2020,662,0,1,79,583,0.11933534743202417,15,10,0.6
50_Or_003_35.654030__-0.565647_03.2021_Small_2048.npy,False,0.23921037,50_Or_003_35.654030__-0.565647_03.2021,663,0,1,79,584,0.1191553544494721,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1485.npy,False,0.23907582,50_Or_035__35.649109__-0.611845_03.2021,664,0,1,79,585,0.11897590361445783,15,10,0.6
50_Or_045__35.678830__-0.621677_03.2025_Small_569.npy,False,0.2390345,50_Or_045__35.678830__-0.621677_03.2025,665,0,1,79,586,0.11879699248120301,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1460.npy,False,0.23902148,50_Or_035__35.649109__-0.611845_03.2021,666,0,1,79,587,0.11861861861861862,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1457.npy,False,0.23898195,50_Or_035__35.649109__-0.611845_03.2021,667,0,1,79,588,0.1184407796101949,15,10,0.6
50_Or_040__35.635027__-0.595208_06.2022_Small_1453.npy,False,0.23883095,50_Or_040__35.635027__-0.595208_06.2022,668,0,1,79,589,0.11826347305389222,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1464.npy,False,0.23873404,50_Or_035__35.649109__-0.611845_03.2021,669,0,1,79,590,0.11808669656203288,15,10,0.6
50_Or_045__35.678830__-0.621677_03.2025_Small_571.npy,False,0.23872706,50_Or_045__35.678830__-0.621677_03.2025,670,0,1,79,591,0.11791044776119403,15,10,0.6
50_Or_003_35.654030__-0.565647_03.2021_Small_2044.npy,False,0.23858538,50_Or_003_35.654030__-0.565647_03.2021,671,0,1,79,592,0.11773472429210134,15,10,0.6
50_Or_004_35.654030__-0.565647_01.2022_Small_1785.npy,False,0.23853838,50_Or_004_35.654030__-0.565647_01.2022,672,0,1,79,593,0.11755952380952381,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1493.npy,False,0.23824394,50_Or_035__35.649109__-0.611845_03.2021,673,0,1,79,594,0.11738484398216939,15,10,0.6
50_Or_003_35.654030__-0.565647_03.2021_Small_2033.npy,False,0.23804413,50_Or_003_35.654030__-0.565647_03.2021,674,0,1,79,595,0.1172106824925816,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1474.npy,False,0.23798041,50_Or_035__35.649109__-0.611845_03.2021,675,0,1,79,596,0.11703703703703704,15,10,0.6
50_Or_040__35.635027__-0.595208_06.2022_Small_1452.npy,False,0.23783153,50_Or_040__35.635027__-0.595208_06.2022,676,0,1,79,597,0.11686390532544379,15,10,0.6
50_Or_021_35.652627__-0.592862_06.2022_Small_614.npy,False,0.23741826,50_Or_021_35.652627__-0.592862_06.2022,677,0,1,79,598,0.11669128508124077,15,10,0.6
50_Or_020_35.652627__-0.592862_03.2021_Small_1429.npy,False,0.2374062,50_Or_020_35.652627__-0.592862_03.2021,678,0,1,79,599,0.11651917404129794,15,10,0.6
50_Or_065__35.705245__-0.48790_03.2021_Small_1795.npy,False,0.2373902,50_Or_065__35.705245__-0.48790_03.2021,679,0,1,79,600,0.11634756995581738,15,10,0.6
50_Or_031_35.641030__-0.594670_03.2021_Small_1012.npy,False,0.23731644,50_Or_031_35.641030__-0.594670_03.2021,680,0,1,79,601,0.1161764705882353,15,10,0.6
50_Or_098__35.913750__0.147933__11.2021_Small_1840.npy,False,0.2373063,50_Or_098__35.913750__0.147933__11.2021,681,0,1,79,602,0.11600587371512482,15,10,0.6
50_Or_003_35.654030__-0.565647_03.2021_Small_2037.npy,False,0.23709956,50_Or_003_35.654030__-0.565647_03.2021,682,0,1,79,603,0.1158357771260997,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_Small_2099.npy,False,0.23696646,50_Or_025_35.651734__-0.595641_06.2020,683,0,1,79,604,0.11566617862371889,15,10,0.6
50_Or_004_35.654030__-0.565647_01.2022_Small_1779.npy,False,0.23693758,50_Or_004_35.654030__-0.565647_01.2022,684,0,1,79,605,0.1154970760233918,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_Small_2116.npy,False,0.23692428,50_Or_025_35.651734__-0.595641_06.2020,685,0,1,79,606,0.11532846715328467,15,10,0.6
50_Or_019_35.652627__-0.592862_06.2020_Small_2166.npy,False,0.2364312,50_Or_019_35.652627__-0.592862_06.2020,686,0,1,79,607,0.1151603498542274,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1494.npy,False,0.23637438,50_Or_035__35.649109__-0.611845_03.2021,687,0,1,79,608,0.11499272197962154,15,10,0.6
50_Or_020_35.652627__-0.592862_03.2021_Small_1417.npy,False,0.23614566,50_Or_020_35.652627__-0.592862_03.2021,688,0,1,79,609,0.11482558139534883,15,10,0.6
50_Or_021_35.652627__-0.592862_06.2022_Small_626.npy,False,0.23614566,50_Or_021_35.652627__-0.592862_06.2022,689,0,1,79,610,0.11465892597968069,15,10,0.6
50_Or_004_35.654030__-0.565647_01.2022_MediumStandard_506.npy,False,0.23552808,50_Or_004_35.654030__-0.565647_01.2022,690,0,1,79,611,0.1144927536231884,15,10,0.6
50_Or_015_35.653454__-0.602122_03.2021_MediumSmall_235.npy,False,0.23472142,50_Or_015_35.653454__-0.602122_03.2021,691,0,1,79,612,0.11432706222865413,15,10,0.6
50_Or_003_35.654030__-0.565647_03.2021_Small_2035.npy,False,0.23466958,50_Or_003_35.654030__-0.565647_03.2021,692,0,1,79,613,0.11416184971098266,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1498.npy,False,0.23416165,50_Or_035__35.649109__-0.611845_03.2021,693,0,1,79,614,0.113997113997114,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1469.npy,False,0.23410708,50_Or_035__35.649109__-0.611845_03.2021,694,0,1,79,615,0.1138328530259366,15,10,0.6
50_Or_021_35.652627__-0.592862_06.2022_Small_627.npy,False,0.23396564,50_Or_021_35.652627__-0.592862_06.2022,695,0,1,79,616,0.11366906474820145,15,10,0.6
50_Or_020_35.652627__-0.592862_03.2021_Small_1416.npy,False,0.23396564,50_Or_020_35.652627__-0.592862_03.2021,696,0,1,79,617,0.11350574712643678,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_MediumSmall_226.npy,False,0.23319267,50_Or_035__35.649109__-0.611845_03.2021,697,0,1,79,618,0.1133428981348637,15,10,0.6
50_Or_098__35.913750__0.147933__11.2021_TruckTractor_283.npy,False,0.23230886,50_Or_098__35.913750__0.147933__11.2021,698,0,1,79,619,0.11318051575931232,15,10,0.6
50_Or_003_35.654030__-0.565647_03.2021_Small_2045.npy,False,0.2322649,50_Or_003_35.654030__-0.565647_03.2021,699,0,1,79,620,0.11301859799713877,15,10,0.6
50_Or_077__35.819171__-0.468544_01.2022_MediumStandard_338.npy,False,0.23154542,50_Or_077__35.819171__-0.468544_01.2022,700,0,1,79,621,0.11285714285714285,15,10,0.6
50_Or_003_35.654030__-0.565647_03.2021_Small_2054.npy,False,0.231396,50_Or_003_35.654030__-0.565647_03.2021,701,0,1,79,622,0.11269614835948645,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_Small_2112.npy,False,0.2308016,50_Or_025_35.651734__-0.595641_06.2020,702,0,1,79,623,0.11253561253561253,15,10,0.6
50_Or_078__35.819171__-0.468544_06.2022_Small_1004.npy,False,0.23046523,50_Or_078__35.819171__-0.468544_06.2022,703,0,1,79,624,0.112375533428165,15,10,0.6
50_Or_021_35.652627__-0.592862_06.2022_Small_623.npy,False,0.2301862,50_Or_021_35.652627__-0.592862_06.2022,704,0,1,79,625,0.11221590909090909,15,10,0.6
50_Or_020_35.652627__-0.592862_03.2021_Small_1420.npy,False,0.2301862,50_Or_020_35.652627__-0.592862_03.2021,705,0,1,79,626,0.11205673758865248,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1473.npy,False,0.23004979,50_Or_035__35.649109__-0.611845_03.2021,706,0,1,79,627,0.11189801699716714,15,10,0.6
50_Or_004_35.654030__-0.565647_01.2022_Small_1791.npy,False,0.22971424,50_Or_004_35.654030__-0.565647_01.2022,707,0,1,79,628,0.11173974540311174,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1526.npy,False,0.22950466,50_Or_035__35.649109__-0.611845_03.2021,708,0,1,79,629,0.1115819209039548,15,10,0.6
50_Or_005_35.658681__-0.534745_03.2021_Small_936.npy,False,0.22948894,50_Or_005_35.658681__-0.534745_03.2021,709,0,1,79,630,0.11142454160789844,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_Small_2120.npy,False,0.22863784,50_Or_025_35.651734__-0.595641_06.2020,710,0,1,79,631,0.11126760563380282,15,10,0.6
50_Or_006_35.658681__-0.534745_01.2022_MediumStandard_150.npy,False,0.2264578,50_Or_006_35.658681__-0.534745_01.2022,711,0,1,79,632,0.1111111111111111,15,10,0.6
50_Or_019_35.652627__-0.592862_06.2020_TruckTractor_589.npy,False,0.22638962,50_Or_019_35.652627__-0.592862_06.2020,712,0,1,79,633,0.11095505617977527,15,10,0.6
50_Or_021_35.652627__-0.592862_06.2022_Small_616.npy,False,0.22608978,50_Or_021_35.652627__-0.592862_06.2022,713,0,1,79,634,0.11079943899018233,15,10,0.6
50_Or_020_35.652627__-0.592862_03.2021_Small_1427.npy,False,0.22608978,50_Or_020_35.652627__-0.592862_03.2021,714,0,1,79,635,0.11064425770308123,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Other_111.npy,False,0.22573088,50_Or_035__35.649109__-0.611845_03.2021,715,0,1,79,636,0.11048951048951049,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Other_112.npy,False,0.22494654,50_Or_035__35.649109__-0.611845_03.2021,716,0,1,79,637,0.11033519553072625,15,10,0.6
50_Or_020_35.652627__-0.592862_03.2021_Small_1414.npy,False,0.22454825,50_Or_020_35.652627__-0.592862_03.2021,717,0,1,79,638,0.1101813110181311,15,10,0.6
50_Or_021_35.652627__-0.592862_06.2022_Small_629.npy,False,0.22454825,50_Or_021_35.652627__-0.592862_06.2022,718,0,1,79,639,0.11002785515320335,15,10,0.6
50_Or_005_35.658681__-0.534745_03.2021_Other_60.npy,False,0.22454375,50_Or_005_35.658681__-0.534745_03.2021,719,0,1,79,640,0.10987482614742698,15,10,0.6
50_Or_003_35.654030__-0.565647_03.2021_Small_2050.npy,False,0.2227734,50_Or_003_35.654030__-0.565647_03.2021,720,0,1,79,641,0.10972222222222222,15,10,0.6
50_Or_003_35.654030__-0.565647_03.2021_Small_2032.npy,False,0.22241548,50_Or_003_35.654030__-0.565647_03.2021,721,0,1,79,642,0.10957004160887657,15,10,0.6
50_Or_065__35.705245__-0.48790_03.2021_Small_1794.npy,False,0.22212814,50_Or_065__35.705245__-0.48790_03.2021,722,0,1,79,643,0.10941828254847645,15,10,0.6
50_Or_004_35.654030__-0.565647_01.2022_Small_1778.npy,False,0.22209832,50_Or_004_35.654030__-0.565647_01.2022,723,0,1,79,644,0.10926694329183956,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1524.npy,False,0.22125934,50_Or_035__35.649109__-0.611845_03.2021,724,0,1,79,645,0.10911602209944751,15,10,0.6
50_Or_005_35.658681__-0.534745_03.2021_CementMixerTrucks_62.npy,False,0.2205738,50_Or_005_35.658681__-0.534745_03.2021,725,0,1,79,646,0.10896551724137932,15,10,0.6
50_Or_071__35.715136__-0.480888_04.2023_TruckTractor_264.npy,False,0.21931326,50_Or_071__35.715136__-0.480888_04.2023,726,0,1,79,647,0.10881542699724518,15,10,0.6
50_Or_021_35.652627__-0.592862_06.2022_Small_638.npy,False,0.21923505,50_Or_021_35.652627__-0.592862_06.2022,727,0,1,79,648,0.10866574965612105,15,10,0.6
50_Or_077__35.819171__-0.468544_01.2022_Small_1005.npy,False,0.21898985,50_Or_077__35.819171__-0.468544_01.2022,728,0,1,79,649,0.10851648351648352,15,10,0.6
50_Or_020_35.652627__-0.592862_03.2021_Small_1413.npy,False,0.21833226,50_Or_020_35.652627__-0.592862_03.2021,729,0,1,79,650,0.1083676268861454,15,10,0.6
50_Or_021_35.652627__-0.592862_06.2022_Small_630.npy,False,0.21833226,50_Or_021_35.652627__-0.592862_06.2022,730,0,1,79,651,0.10821917808219178,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1511.npy,False,0.21749136,50_Or_035__35.649109__-0.611845_03.2021,731,0,1,79,652,0.10807113543091655,15,10,0.6
50_Or_021_35.652627__-0.592862_06.2022_Small_635.npy,False,0.2169997,50_Or_021_35.652627__-0.592862_06.2022,732,0,1,79,653,0.10792349726775956,15,10,0.6
50_Or_020_35.652627__-0.592862_03.2021_Small_1412.npy,False,0.2169997,50_Or_020_35.652627__-0.592862_03.2021,733,0,1,79,654,0.1077762619372442,15,10,0.6
50_Or_005_35.658681__-0.534745_03.2021_Small_943.npy,False,0.21674521,50_Or_005_35.658681__-0.534745_03.2021,734,0,1,79,655,0.10762942779291552,15,10,0.6
50_Or_077__35.819171__-0.468544_01.2022_Bulldozers_39.npy,False,0.21616924,50_Or_077__35.819171__-0.468544_01.2022,735,0,1,79,656,0.10748299319727891,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_Small_1517.npy,False,0.21517177,50_Or_035__35.649109__-0.611845_03.2021,736,0,1,79,657,0.10733695652173914,15,10,0.6
50_Or_079__35.819171__-0.468544_03.2025_MediumStandard_79.npy,False,0.21471569,50_Or_079__35.819171__-0.468544_03.2025,737,0,1,79,658,0.10719131614654002,15,10,0.6
50_Or_045__35.678830__-0.621677_03.2025_Small_566.npy,False,0.21387789,50_Or_045__35.678830__-0.621677_03.2025,738,0,1,79,659,0.1070460704607046,15,10,0.6
50_Or_020_35.652627__-0.592862_03.2021_Small_1435.npy,False,0.21300413,50_Or_020_35.652627__-0.592862_03.2021,739,0,1,79,660,0.10690121786197564,15,10,0.6
50_Or_018_35.651252__-0.604357_04.2025_Small_745.npy,False,0.21298267,50_Or_018_35.651252__-0.604357_04.2025,740,0,1,79,661,0.10675675675675676,15,10,0.6
50_Or_003_35.654030__-0.565647_03.2021_Small_2029.npy,False,0.21126205,50_Or_003_35.654030__-0.565647_03.2021,741,0,1,79,662,0.10661268556005399,15,10,0.6
50_Or_005_35.658681__-0.534745_03.2021_MediumStandard_278.npy,False,0.21114933,50_Or_005_35.658681__-0.534745_03.2021,742,0,1,79,663,0.10646900269541779,15,10,0.6
50_Or_025_35.651734__-0.595641_06.2020_CementMixerTrucks_96.npy,False,0.20954847,50_Or_025_35.651734__-0.595641_06.2020,743,0,1,79,664,0.1063257065948856,15,10,0.6
50_Or_035__35.649109__-0.611845_03.2021_MediumSmall_228.npy,False,0.20808747,50_Or_035__35.649109__-0.611845_03.2021,744,0,1,79,665,0.10618279569892473,15,10,0.6
50_Or_047__35.675778__-0.670871_03.2025_Small_539.npy,False,0.20553693,50_Or_047__35.675778__-0.670871_03.2025,745,0,1,79,666,0.10604026845637583,15,10,0.6
50_Or_018_35.651252__-0.604357_04.2025_MediumStandard_264.npy,False,0.2048584,50_Or_018_35.651252__-0.604357_04.2025,746,0,1,79,667,0.10589812332439678,15,10,0.6
50_Or_020_35.652627__-0.592862_03.2021_Small_1411.npy,False,0.20205271,50_Or_020_35.652627__-0.592862_03.2021,747,0,1,79,668,0.10575635876840696,15,10,0.6
50_Or_021_35.652627__-0.592862_06.2022_Small_636.npy,False,0.20205271,50_Or_021_35.652627__-0.592862_06.2022,748,0,1,79,669,0.10561497326203209,15,10,0.6
50_Or_098__35.913750__0.147933__11.2021_Small_1838.npy,False,0.20122516,50_Or_098__35.913750__0.147933__11.2021,749,0,1,79,670,0.1054739652870494,15,10,0.6
